original_id,id,is_cover,song_text_type,label
192816,1010107,True,transcription,93
1708230,1011653,True,transcription,98
1134490,1011706,True,transcription,99
228873,1011778,True,transcription,100
307628,1012086,True,transcription,102
113184,1012146,True,transcription,104
1161,1012162,True,transcription,105
307374,1012253,True,transcription,106
2254489,1012308,True,transcription,107
3328056,1012420,True,transcription,110
1754941,1012436,True,transcription,112
155014,1012596,True,transcription,114
234847,1012801,True,transcription,115
1777,1012820,True,transcription,116
111256,1012913,True,transcription,117
138695,1012971,True,transcription,118
217222,1013181,True,transcription,119
1086972,1013354,True,transcription,120
2218818,1013383,True,transcription,121
134619,1013942,True,transcription,125
402570,1014082,True,transcription,127
3545413,1014340,True,transcription,128
3882,1014401,True,transcription,129
266848,1014554,True,transcription,130
1473096,1014647,True,transcription,131
1954070,101497,True,transcription,133
148961,1015026,True,transcription,134
1355968,1015292,True,transcription,74
136365,1015354,True,transcription,135
398644,1015381,True,transcription,136
187384,1015862,True,transcription,140
1406453,1016087,True,transcription,141
1992009,1016145,True,transcription,143
1783513,1016244,True,transcription,144
1544,1016288,True,transcription,145
1944617,1016394,True,transcription,146
1565672,1016662,True,transcription,148
1445343,1016875,True,transcription,149
223384,1017088,True,transcription,151
1182823,1017185,True,transcription,152
2069201,101722,True,transcription,153
145523,1017478,True,transcription,154
291696,1017577,True,transcription,157
158737,1017722,True,transcription,158
4279,1018521,True,transcription,162
198567,1018694,True,transcription,163
1852274,1018796,True,transcription,164
338950,1019090,True,transcription,168
1522576,1019169,True,transcription,171
1612673,1019514,True,transcription,172
1627253,1019525,True,transcription,173
254718,1020295,True,transcription,177
123415,1020369,True,transcription,178
1277001,1020669,True,transcription,179
118329,1021112,True,transcription,180
234428,1021186,True,transcription,182
318779,1021323,True,transcription,183
1510475,1021586,True,transcription,185
3977371,1021730,True,transcription,186
336106,1021739,True,transcription,187
1942,1021895,True,transcription,189
1165360,1021954,True,transcription,190
3245815,1022047,True,transcription,191
1461554,1022628,True,transcription,195
211722,1022720,True,transcription,196
1780973,1023007,True,transcription,197
141987,1023014,True,transcription,198
1009097,1023060,True,transcription,199
386497,1023313,True,transcription,200
1712870,1023326,True,transcription,201
382949,102388,True,transcription,204
220016,1023937,True,transcription,207
245529,1024061,True,transcription,209
326698,1024329,True,transcription,211
1679126,1024374,True,transcription,213
153103,1024495,True,transcription,215
1400252,1024864,True,transcription,221
1245554,1025177,True,transcription,222
149919,1025267,True,transcription,223
1308017,1025766,True,transcription,224
207980,1026004,True,transcription,225
1202177,1026092,True,transcription,226
154520,1026589,True,transcription,229
177835,1026700,True,transcription,230
237,1027505,True,transcription,236
105769,1027547,True,transcription,237
2323284,1027676,True,transcription,239
3020121,1027754,True,transcription,241
284825,1027881,True,transcription,243
112516,1027945,True,transcription,244
1189094,1027981,True,transcription,245
1316,1028027,True,transcription,246
135035,1028080,True,transcription,247
333535,1028505,True,transcription,249
1707986,1028506,True,transcription,250
32167,1028587,True,transcription,251
1884017,1028620,True,transcription,254
3003021,1028757,True,transcription,256
136757,1028801,True,transcription,257
1486096,1029113,True,transcription,258
1544,1029152,True,transcription,145
1164928,1029312,True,transcription,260
1560679,1029443,True,transcription,261
1331773,102965,True,transcription,263
1201796,1029697,True,transcription,264
187933,1029754,True,transcription,265
1850939,1029844,True,transcription,266
2222346,1030153,True,transcription,268
190900,1030435,True,transcription,270
3941694,1030502,True,transcription,271
1127708,103066,True,transcription,272
1040168,1030848,True,transcription,273
149925,1030947,True,transcription,275
2168983,1031248,True,transcription,276
1633921,1031545,True,transcription,279
1204755,1031773,True,transcription,280
1150426,1031823,True,transcription,281
1313277,1032256,True,transcription,282
2046368,1032313,True,transcription,283
146278,1032519,True,transcription,287
104096,1032546,True,transcription,288
123823,1032924,True,transcription,291
1078773,1033051,True,transcription,292
206175,1033106,True,transcription,293
2123579,1033224,True,transcription,294
1021803,1033371,True,transcription,295
110432,1033450,True,transcription,296
1387822,1033741,True,transcription,298
199844,1034256,True,transcription,300
133596,1034357,True,transcription,301
2170279,1034382,True,transcription,302
1877034,1034448,True,transcription,303
2516078,1034560,True,transcription,304
1678567,1034815,True,transcription,309
102120,1034861,True,transcription,310
124639,1035397,True,transcription,312
101710,1035442,True,transcription,88
1226907,1035630,True,transcription,313
1109196,1035725,True,transcription,315
350149,1035876,True,transcription,316
187384,1035889,True,transcription,140
1853399,1036388,True,transcription,318
1758407,1036716,True,transcription,321
387617,1036964,True,transcription,324
118166,1037474,True,transcription,327
181962,103797,True,transcription,329
1505897,1038547,True,transcription,331
1356229,1038852,True,transcription,332
209747,1038924,True,transcription,333
1788636,1038930,True,transcription,334
396236,1039051,True,transcription,335
121316,1039342,True,transcription,336
1237179,1039379,True,transcription,337
1790590,1039491,True,transcription,338
1761671,1039580,True,transcription,339
1038962,1039728,True,transcription,341
102605,103983,True,transcription,342
319088,103984,True,transcription,343
1401771,103988,True,transcription,344
114778,1040011,True,transcription,345
105717,1040253,True,transcription,346
424202,1040256,True,transcription,347
113158,1040258,True,transcription,348
375948,104071,True,transcription,350
1567410,104109,True,transcription,353
393494,1041142,True,transcription,354
111259,1041214,True,transcription,355
213858,10414,True,transcription,356
1838425,1041549,True,transcription,357
294002,1041594,True,transcription,358
4075,1041805,True,transcription,360
138695,1042041,True,transcription,118
1176887,1042194,True,transcription,362
1002772,1042289,True,transcription,363
1502760,1042320,True,transcription,364
2273540,1042328,True,transcription,366
1080274,1042344,True,transcription,367
428529,1042393,True,transcription,368
104606,1042570,True,transcription,369
1078116,1042871,True,transcription,370
1380252,1042919,True,transcription,373
168220,1043235,True,transcription,375
108561,1043550,True,transcription,376
139032,1043583,True,transcription,377
1374437,1043698,True,transcription,378
137919,1043858,True,transcription,381
1744099,1043938,True,transcription,382
151171,1044050,True,transcription,383
1182823,1044119,True,transcription,152
1201796,104416,True,transcription,264
1630854,1044190,True,transcription,385
401929,1044490,True,transcription,388
3155182,1044622,True,transcription,390
309517,1045277,True,transcription,391
1390491,1045356,True,transcription,392
387669,1045371,True,transcription,393
1626236,1045398,True,transcription,394
1074779,1045426,True,transcription,395
1554093,1045457,True,transcription,396
1049735,104549,True,transcription,397
1134490,1045501,True,transcription,99
1237,1045634,True,transcription,399
1136175,1045707,True,transcription,401
1474490,1046069,True,transcription,403
2046303,1046084,True,transcription,404
1968269,1046122,True,transcription,405
114492,1046149,True,transcription,406
1437275,1046174,True,transcription,407
1313277,1046484,True,transcription,282
1025401,1046697,True,transcription,410
406955,1046990,True,transcription,411
2119246,1047294,True,transcription,413
1660155,1047354,True,transcription,414
1461554,1047430,True,transcription,195
1261055,1047448,True,transcription,415
1783390,1047611,True,transcription,416
1677094,1047648,True,transcription,417
1578124,1047897,True,transcription,418
1002002,1047939,True,transcription,419
1087453,1048249,True,transcription,421
181439,1048506,True,transcription,422
193141,1048847,True,transcription,20
1706615,1049000,True,transcription,426
213524,1049076,True,transcription,428
1277001,104939,True,transcription,179
2093441,104941,True,transcription,430
195748,1049463,True,transcription,431
138965,1049714,True,transcription,433
1522576,104999,True,transcription,171
1706231,1050077,True,transcription,436
1883211,1050430,True,transcription,437
110852,1050469,True,transcription,438
1128370,1050603,True,transcription,440
118766,1050627,True,transcription,441
193865,1050641,True,transcription,442
396186,1050671,True,transcription,443
210907,1050719,True,transcription,444
104606,1050942,True,transcription,369
3657838,1051067,True,transcription,446
2997083,1051376,True,transcription,447
2170424,1051497,True,transcription,449
104685,1051584,True,transcription,450
1564027,1052193,True,transcription,456
325730,1052951,True,transcription,460
1740897,1052958,True,transcription,461
1368063,1053261,True,transcription,465
1176887,1053583,True,transcription,362
204243,1053595,True,transcription,467
1544,1053636,True,transcription,145
327574,1053669,True,transcription,468
1695971,1053726,True,transcription,470
197640,1053778,True,transcription,471
116356,1054159,True,transcription,472
378465,1054220,True,transcription,473
1377699,1054265,True,transcription,474
2894339,1054478,True,transcription,475
197053,1054480,True,transcription,476
111333,1054685,True,transcription,477
1707661,1054741,True,transcription,478
1167432,1054933,True,transcription,480
3764,1054999,True,transcription,482
1098260,1055091,True,transcription,484
339866,1055501,True,transcription,486
1377974,1055525,True,transcription,487
3786956,1055548,True,transcription,488
1136175,1055799,True,transcription,401
102458,1056061,True,transcription,489
1353897,1056078,True,transcription,490
173824,1056086,True,transcription,492
1711408,1056890,True,transcription,496
401725,1056896,True,transcription,497
1105005,1057350,True,transcription,499
308897,1057410,True,transcription,500
104543,1057494,True,transcription,501
217947,1057995,True,transcription,503
394194,1058058,True,transcription,505
160849,1058162,True,transcription,506
117532,1058209,True,transcription,507
123426,1058404,True,transcription,508
1116536,1058602,True,transcription,509
1659453,1059056,True,transcription,514
398631,1059088,True,transcription,515
1100197,1059174,True,transcription,516
1441429,105928,True,transcription,518
21248,1059300,True,transcription,519
1315424,1059329,True,transcription,520
428326,1059551,True,transcription,521
197679,1059598,True,transcription,523
128400,1059713,True,transcription,524
1461622,105976,True,transcription,525
2238,1059788,True,transcription,526
309528,1059807,True,transcription,527
1373206,1059923,True,transcription,528
351933,1060241,True,transcription,530
31934,1060339,True,transcription,533
109287,1060353,True,transcription,534
2861839,1060402,True,transcription,535
317002,1060415,True,transcription,536
1128370,1060617,True,transcription,440
121316,1060961,True,transcription,336
1012016,1061253,True,transcription,538
1691079,1061657,True,transcription,540
2325932,1061717,True,transcription,541
1094755,1061953,True,transcription,542
1416788,1061981,True,transcription,543
132902,1062144,True,transcription,544
1115955,1062369,True,transcription,546
106072,1062465,True,transcription,547
2880464,1062659,True,transcription,51
188127,1063121,True,transcription,549
373532,1063158,True,transcription,550
1743785,1063200,True,transcription,551
301096,1063263,True,transcription,552
1648254,1063818,True,transcription,555
196183,1063855,True,transcription,557
225335,1064157,True,transcription,558
2296323,1064394,True,transcription,560
251522,1064424,True,transcription,561
1469893,1064439,True,transcription,562
114537,1064490,True,transcription,564
317321,1064683,True,transcription,565
418440,1065306,True,transcription,566
123532,1065464,True,transcription,567
1780039,1065468,True,transcription,568
388644,1065603,True,transcription,569
1730168,1065680,True,transcription,570
1034809,1065852,True,transcription,571
1136316,1065881,True,transcription,572
1005750,1066151,True,transcription,573
339790,1066215,True,transcription,574
1651881,1066282,True,transcription,577
200417,1066782,True,transcription,580
2133904,1067527,True,transcription,583
197640,1067710,True,transcription,471
257816,1067752,True,transcription,584
3804737,1067957,True,transcription,585
118799,1068256,True,transcription,587
2967798,1068367,True,transcription,588
1944322,1068402,True,transcription,589
121304,1068707,True,transcription,592
2852984,1068755,True,transcription,593
102608,1068792,True,transcription,594
259126,1069086,True,transcription,595
1929703,1069305,True,transcription,599
1845,1069720,True,transcription,602
1758407,1070042,True,transcription,321
363150,1070372,True,transcription,604
104246,1071002,True,transcription,89
105924,1071056,True,transcription,607
149861,1071154,True,transcription,608
131733,1071260,True,transcription,609
193598,1071647,True,transcription,611
123815,1071728,True,transcription,613
1850172,1071846,True,transcription,614
3641,1071848,True,transcription,615
122476,1071951,True,transcription,616
112197,107197,True,transcription,617
105188,1071982,True,transcription,618
185439,1072112,True,transcription,619
151793,1072135,True,transcription,620
2070274,1072410,True,transcription,622
1091542,1072621,True,transcription,623
1715258,1072881,True,transcription,625
1594064,1072926,True,transcription,626
257798,1073088,True,transcription,628
114778,1073255,True,transcription,345
217735,1073477,True,transcription,630
153402,1073559,True,transcription,631
3302880,1073605,True,transcription,632
1275606,1073644,True,transcription,633
1727938,1074311,True,transcription,635
1676565,1074367,True,transcription,636
1206868,1074475,True,transcription,637
1748655,1074886,True,transcription,639
1367258,1074996,True,transcription,641
1735221,1075046,True,transcription,642
341604,1075147,True,transcription,643
2263347,1075251,True,transcription,645
1321541,1075562,True,transcription,648
114540,1075772,True,transcription,649
428249,1075816,True,transcription,650
1465729,1075901,True,transcription,652
196004,107620,True,transcription,654
397654,1076377,True,transcription,655
154286,1076574,True,transcription,656
132620,1076670,True,transcription,657
245529,1076833,True,transcription,209
1987220,1077080,True,transcription,658
1390068,1077200,True,transcription,659
373966,1077265,True,transcription,660
1405,10773,True,transcription,661
319042,1077346,True,transcription,662
2307144,1077390,True,transcription,663
237941,107832,True,transcription,667
1228870,1078822,True,transcription,670
15090,1079050,True,transcription,671
1171044,1079177,True,transcription,672
243134,1079325,True,transcription,673
152350,1079429,True,transcription,674
2017615,1079851,True,transcription,676
173824,1079938,True,transcription,492
1076682,1080002,True,transcription,678
362218,108029,True,transcription,681
384952,1080304,True,transcription,682
1313277,1080305,True,transcription,282
128611,1080311,True,transcription,683
291696,1080321,True,transcription,157
1020821,1080642,True,transcription,687
3781172,1081108,True,transcription,690
124052,1081141,True,transcription,691
1277001,1081240,True,transcription,179
128349,1081381,True,transcription,692
207657,108145,True,transcription,694
152763,108148,True,transcription,695
392099,108150,True,transcription,696
312925,1081526,True,transcription,697
1371256,108156,True,transcription,698
204235,108165,True,transcription,699
374662,1081793,True,transcription,702
350555,1081814,True,transcription,703
388426,1081921,True,transcription,704
136757,1082171,True,transcription,257
1430558,1082172,True,transcription,706
2446742,1082218,True,transcription,707
104246,1082233,True,transcription,89
128098,1082509,True,transcription,708
235983,1082577,True,transcription,709
1591959,1082591,True,transcription,711
106895,1082632,True,transcription,712
392977,1082832,True,transcription,715
3882,1083082,True,transcription,129
434586,1083107,True,transcription,716
117078,1083241,True,transcription,717
1001747,1083373,True,transcription,719
122037,1083717,True,transcription,721
132524,1083841,True,transcription,722
1367599,1084046,True,transcription,723
111259,1084382,True,transcription,355
334580,1084816,True,transcription,728
375948,1084973,True,transcription,350
2220145,1085247,True,transcription,731
123413,1085681,True,transcription,736
1078616,1085929,True,transcription,737
1551029,1086139,True,transcription,738
1829435,1086142,True,transcription,739
1857466,1086245,True,transcription,741
1786378,1086311,True,transcription,742
1432460,1086374,True,transcription,744
2254506,1086503,True,transcription,745
2059180,1086559,True,transcription,747
2948072,1086576,True,transcription,748
1461554,1086617,True,transcription,195
136206,1086810,True,transcription,750
1461128,1086991,True,transcription,752
393001,1087033,True,transcription,753
119170,1087440,True,transcription,754
100856,1087653,True,transcription,70
394009,1087718,True,transcription,755
1275379,1087759,True,transcription,756
2851948,1087779,True,transcription,757
1332264,1087921,True,transcription,758
1537277,1088234,True,transcription,760
123531,1088301,True,transcription,762
1693568,1088425,True,transcription,763
1462316,1088614,True,transcription,764
113127,1088672,True,transcription,765
425675,108869,True,transcription,766
1279976,1088997,True,transcription,772
2563,1089014,True,transcription,773
104246,1089425,True,transcription,89
369964,1089498,True,transcription,775
174917,1089623,True,transcription,776
189797,1089625,True,transcription,777
3366,1090291,True,transcription,781
1421876,1090503,True,transcription,786
103690,1090962,True,transcription,788
1539800,1091161,True,transcription,789
387244,1091211,True,transcription,790
310723,1091590,True,transcription,793
1131325,1091594,True,transcription,794
110172,1091847,True,transcription,797
2327787,1091900,True,transcription,798
1630551,1092088,True,transcription,799
2170190,1092159,True,transcription,800
198424,1092176,True,transcription,801
3169796,1092382,True,transcription,802
1286258,1092583,True,transcription,805
123516,1092631,True,transcription,807
176491,1092662,True,transcription,808
1603480,1092700,True,transcription,809
110101,1093281,True,transcription,810
1412274,1093449,True,transcription,811
1332561,1093582,True,transcription,813
1284591,1094085,True,transcription,815
121627,1094140,True,transcription,816
198434,1094403,True,transcription,817
1600915,1094462,True,transcription,818
1577,1094642,True,transcription,819
1309844,1094790,True,transcription,820
207980,1094936,True,transcription,225
352923,1094994,True,transcription,821
317210,1095009,True,transcription,822
340744,1095850,True,transcription,825
434016,1095859,True,transcription,826
1547128,1096233,True,transcription,829
1182494,1096379,True,transcription,830
104942,1096516,True,transcription,831
320775,1097023,True,transcription,832
1491595,1097076,True,transcription,833
1151202,1097103,True,transcription,834
1212910,1097106,True,transcription,835
155529,1097362,True,transcription,837
123863,1097491,True,transcription,838
1344632,1097676,True,transcription,839
409212,1098256,True,transcription,841
1168144,1098332,True,transcription,842
1751638,1098432,True,transcription,843
1087452,1098692,True,transcription,844
393642,1099043,True,transcription,846
1735648,1099051,True,transcription,847
359012,1099217,True,transcription,848
1508901,1099312,True,transcription,849
114778,1100132,True,transcription,345
1586722,1100736,True,transcription,854
2356891,1100845,True,transcription,856
1003849,1101001,True,transcription,857
3909154,1101276,True,transcription,860
1725036,1101782,True,transcription,862
116175,1102513,True,transcription,865
1959078,1102519,True,transcription,866
394799,1102610,True,transcription,867
1948888,1102636,True,transcription,868
1767101,1102772,True,transcription,869
226044,1103393,True,transcription,871
206057,1103457,True,transcription,872
1491356,1103666,True,transcription,875
339869,1103765,True,transcription,876
2083775,1103842,True,transcription,877
1760394,1104068,True,transcription,878
301096,1104334,True,transcription,552
2277776,1104387,True,transcription,880
123415,1104951,True,transcription,178
132558,1105004,True,transcription,882
203694,1105086,True,transcription,884
260325,110514,True,transcription,885
1151232,1105229,True,transcription,31
1465069,1105253,True,transcription,887
1578124,1105332,True,transcription,418
110134,110543,True,transcription,888
185230,110552,True,transcription,889
197034,1105541,True,transcription,890
1216547,1105934,True,transcription,891
1384687,1106289,True,transcription,892
112429,1106291,True,transcription,893
199693,1106490,True,transcription,895
1156059,1106612,True,transcription,898
272933,1106953,True,transcription,901
149925,1106968,True,transcription,275
1068860,1107034,True,transcription,902
402490,1107106,True,transcription,903
1157489,1107320,True,transcription,906
234503,1107587,True,transcription,907
1768536,1107604,True,transcription,908
1465033,1107731,True,transcription,909
116407,1107791,True,transcription,910
185239,1107876,True,transcription,912
3641,1108033,True,transcription,615
1543662,1108037,True,transcription,914
1747105,1108334,True,transcription,917
1220780,1108394,True,transcription,918
107989,1108718,True,transcription,920
100498,1108879,True,transcription,922
333535,1108930,True,transcription,249
1555577,1109087,True,transcription,924
1051725,1109116,True,transcription,925
431147,1109210,True,transcription,926
138503,1109420,True,transcription,929
108282,1109479,True,transcription,930
396186,1109546,True,transcription,443
266861,1109744,True,transcription,932
1604170,1109784,True,transcription,933
2272290,1110523,True,transcription,937
118011,1110573,True,transcription,938
1035719,1110578,True,transcription,939
104691,1110628,True,transcription,940
398681,1110925,True,transcription,943
1439197,1111277,True,transcription,948
117519,1111287,True,transcription,949
223384,1111939,True,transcription,151
433922,1111970,True,transcription,27
1783318,1112448,True,transcription,953
196183,1112925,True,transcription,557
1073795,1112942,True,transcription,955
265385,1113203,True,transcription,956
106570,1113718,True,transcription,958
393642,1114004,True,transcription,846
1479840,1114395,True,transcription,964
1929749,1114441,True,transcription,965
199689,1114652,True,transcription,966
338599,1115032,True,transcription,969
301096,1115271,True,transcription,552
317538,1115390,True,transcription,972
1128370,1115613,True,transcription,440
243134,1115634,True,transcription,673
203578,1115931,True,transcription,973
139045,1116182,True,transcription,974
196183,1116250,True,transcription,557
382370,1116358,True,transcription,975
123870,1116484,True,transcription,976
141381,1116555,True,transcription,977
1067054,1116620,True,transcription,978
138947,1116710,True,transcription,979
1240227,1116984,True,transcription,980
3638278,1116995,True,transcription,981
168220,1117105,True,transcription,375
319057,1117174,True,transcription,982
1416170,1117444,True,transcription,983
373532,1117574,True,transcription,550
1696273,1117982,True,transcription,985
1176372,1118320,True,transcription,986
105186,1118517,True,transcription,987
3880951,1118577,True,transcription,989
1210,1118605,True,transcription,990
217401,1118694,True,transcription,993
135016,1118726,True,transcription,994
396307,1118762,True,transcription,995
1151232,1118950,True,transcription,31
139968,1118991,True,transcription,996
112197,1119200,True,transcription,617
1350724,1119223,True,transcription,997
154508,1119775,True,transcription,999
176491,1120094,True,transcription,808
1128370,1120286,True,transcription,440
2133888,1120464,True,transcription,1000
278034,1120585,True,transcription,1002
210247,1120832,True,transcription,1003
107908,1120877,True,transcription,1004
1340243,1121012,True,transcription,1006
1182052,1121148,True,transcription,1007
201108,1121180,True,transcription,1008
1151232,1121281,True,transcription,31
4249023,1121473,True,transcription,1010
1159186,1121636,True,transcription,1011
398791,1121771,True,transcription,1013
1595878,1121932,True,transcription,1014
1301906,1122344,True,transcription,1015
1545,1122749,True,transcription,16
1527032,1122800,True,transcription,1019
1052119,1122892,True,transcription,1020
1128370,1122909,True,transcription,440
1220966,1122914,True,transcription,1022
1015438,1122931,True,transcription,1023
2446741,1123223,True,transcription,1025
119855,1123305,True,transcription,1026
117564,1123823,True,transcription,1027
104246,1124133,True,transcription,89
409212,1124391,True,transcription,841
1485132,1124665,True,transcription,1030
1182823,1124758,True,transcription,152
373029,1124821,True,transcription,1031
1025762,1125059,True,transcription,1032
202586,1125069,True,transcription,1033
1161,1125072,True,transcription,105
220757,1125272,True,transcription,1035
237331,1125575,True,transcription,1037
205385,1125770,True,transcription,1038
1499296,1125896,True,transcription,1039
1526409,1126077,True,transcription,1040
1498826,1126381,True,transcription,1041
133685,1126715,True,transcription,1042
104691,1127038,True,transcription,940
139968,1127147,True,transcription,996
199618,1127475,True,transcription,1044
168220,1127734,True,transcription,375
251610,1128394,True,transcription,1048
117023,1128849,True,transcription,1050
310500,1129190,True,transcription,1051
153240,1129573,True,transcription,1054
1853399,1129624,True,transcription,318
106580,1129664,True,transcription,1055
1286561,1129693,True,transcription,1056
42480,1129835,True,transcription,1057
386394,1129969,True,transcription,1059
1418639,1130101,True,transcription,1061
105205,1130168,True,transcription,1062
3349688,1130219,True,transcription,1063
424510,1130270,True,transcription,1064
3962266,1130484,True,transcription,1066
1142057,1130556,True,transcription,1067
410393,1130608,True,transcription,1069
2016131,113075,True,transcription,1070
1538799,1130984,True,transcription,1071
208079,1131383,True,transcription,1072
320934,1131416,True,transcription,1073
1203441,1131440,True,transcription,1074
3296904,1131479,True,transcription,1075
419322,1131553,True,transcription,1077
105319,1131699,True,transcription,1079
396844,1132067,True,transcription,1080
116281,1132090,True,transcription,46
1619926,1132117,True,transcription,1081
1343420,1132211,True,transcription,1083
1069551,1132237,True,transcription,1084
1740425,1132250,True,transcription,1085
190142,1132317,True,transcription,1086
428261,1132397,True,transcription,1087
3210716,1132447,True,transcription,1088
1237,1132462,True,transcription,399
1038097,1133144,True,transcription,1089
104246,1133457,True,transcription,89
261820,1134147,True,transcription,1090
140056,1134217,True,transcription,1092
153027,1134521,True,transcription,1093
155529,1134561,True,transcription,837
110836,113501,True,transcription,1095
369257,1135174,True,transcription,1096
118908,1135361,True,transcription,1098
102249,1135404,True,transcription,1099
1350614,1135421,True,transcription,1100
2563,1135668,True,transcription,773
2563,1135842,True,transcription,773
1662118,1135877,True,transcription,1103
349109,1136058,True,transcription,1105
1691266,1136064,True,transcription,1106
351928,1136139,True,transcription,1108
2274342,1136372,True,transcription,1112
1171619,1137627,True,transcription,1114
1193526,1137683,True,transcription,1115
1727938,1137790,True,transcription,635
1539652,1137980,True,transcription,1119
1212910,1138390,True,transcription,835
343612,1138462,True,transcription,1121
152579,1138485,True,transcription,1122
199624,1138546,True,transcription,1123
2446742,1138821,True,transcription,707
1338162,1138984,True,transcription,1128
202304,1139078,True,transcription,1129
342528,1139270,True,transcription,1130
116974,1139376,True,transcription,1131
1785228,1139385,True,transcription,1132
1241618,1139705,True,transcription,1134
152579,1139807,True,transcription,1122
190916,1140282,True,transcription,1136
117562,1140329,True,transcription,1137
1764108,1140581,True,transcription,1140
419246,1140633,True,transcription,1141
1545,1140640,True,transcription,16
1105490,1140725,True,transcription,1142
1777350,1140973,True,transcription,1143
2254489,1141329,True,transcription,107
1237,1141548,True,transcription,399
1286927,1141980,True,transcription,1146
2996728,1142185,True,transcription,1148
1078905,1142467,True,transcription,1149
253799,1142491,True,transcription,1151
1264320,1142513,True,transcription,1152
1322847,1142600,True,transcription,1154
2016102,1142616,True,transcription,1155
181931,1142703,True,transcription,1156
123516,1142816,True,transcription,807
32771,1143082,True,transcription,1157
306198,1143212,True,transcription,1159
192076,1143236,True,transcription,1160
1444549,1143433,True,transcription,1161
2046227,1143800,True,transcription,1165
2274360,1143803,True,transcription,1166
363839,1143816,True,transcription,1167
110982,1143878,True,transcription,1168
197191,1144332,True,transcription,1171
112198,1144395,True,transcription,1172
1544,1144481,True,transcription,145
102249,1144504,True,transcription,1099
316632,1144517,True,transcription,1174
414366,1144580,True,transcription,1176
1012016,114461,True,transcription,538
415468,1144791,True,transcription,1177
1155093,1144870,True,transcription,1178
197067,1144915,True,transcription,1179
3868,1145354,True,transcription,1181
1058264,1145434,True,transcription,1183
3641,1145714,True,transcription,615
1486096,1146003,True,transcription,258
203382,1146096,True,transcription,1185
106572,1146102,True,transcription,1186
392844,114618,True,transcription,1187
116281,1146331,True,transcription,46
1600098,1146352,True,transcription,1188
207947,1146650,True,transcription,1190
301096,1146861,True,transcription,552
193141,1147062,True,transcription,20
435598,1147322,True,transcription,1193
1065245,1147348,True,transcription,1194
1434835,1147612,True,transcription,1195
1128370,1147965,True,transcription,440
1167,1148197,True,transcription,1198
190061,1148434,True,transcription,1200
221752,1148632,True,transcription,1201
1633010,1148906,True,transcription,1204
207435,1149082,True,transcription,1205
1442316,1149189,True,transcription,1207
139411,1149279,True,transcription,1208
189621,1149552,True,transcription,1210
409212,1149566,True,transcription,841
1575,1149807,True,transcription,1211
143486,1149943,True,transcription,1212
1314509,1150007,True,transcription,1213
428529,1150042,True,transcription,368
2093441,1151058,True,transcription,430
1061855,1151097,True,transcription,1217
1390068,1151258,True,transcription,659
152579,1151640,True,transcription,1122
1951400,1151745,True,transcription,1219
2310094,1152057,True,transcription,1220
153240,1152296,True,transcription,1054
1577,1152564,True,transcription,819
1287016,1152943,True,transcription,1223
1078905,1152994,True,transcription,1149
1127595,1153028,True,transcription,1224
137537,1153055,True,transcription,1225
122056,1153183,True,transcription,1228
3641,1153209,True,transcription,615
1136033,1153305,True,transcription,1229
2880450,1153416,True,transcription,1230
1407143,1153549,True,transcription,1231
1509058,1153652,True,transcription,1233
1549239,1154100,True,transcription,1234
148418,1154175,True,transcription,1235
373134,1154331,True,transcription,1236
110101,1154430,True,transcription,810
192076,1154495,True,transcription,1160
371532,1154565,True,transcription,1238
207947,1154972,True,transcription,1190
